1 2 0.25790529076045043 1 0 0 -20 -100 -10
1 3 0.7751041184636742 1 0 0 -20 -100 -10
1 4 0.2390868425111831 1 0 0 -20 -100 -10
1 6 0.4169366034243406 1 0 0 -20 -100 -10
1 7 0.1948172142526608 1 0 0 -20 -100 -10
1 8 0.16335030078667284 1 0 0 -20 -100 -10
1 9 0.2520438068795311 1 0 0 -20 -100 -10
1 10 0.25127255900046275 1 0 0 -20 -100 -10
1 11 0.16597254357550517 1 0 0 -20 -100 -10
1 12 0.1372821224741632 1 0 0 -20 -100 -10
1 13 0.15826006478482185 1 0 0 -20 -100 -10
1 14 0.062162579052907604 1 0 0 -20 -100 -10
1 15 0.0009254974548819991 1 0 0 -20 -100 -10
1 16 0.012031466913465988 1 0 0 -20 -100 -10
1 17 0.013882461823229986 1 0 0 -20 -100 -10
1 18 0.043035631652012955 1 0 0 -20 -100 -10
1 19 0.028998920252969303 1 0 0 -20 -100 -10
1 20 0.01588770630880765 1 0 0 -20 -100 -10
1 21 0.019743945704149314 1 0 0 -20 -100 -10
1 22 0.028073422798087305 1 0 0 -20 -100 -10
1 23 0.04812586765386395 1 0 0 -20 -100 -10
1 24 0.016967453339503315 1 0 0 -20 -100 -10
1 25 0.018201449946012648 1 0 0 -20 -100 -10
1 26 0.1220114144686102 1 0 0 -20 -100 -10
1 27 0.02791917322227364 1 0 0 -20 -100 -10
1 29 0.06987505784359092 1 0 0 -20 -100 -10
1 30 0.17939225667129416 1 0 0 -20 -100 -10
1 32 0.10010797470306956 1 0 0 -20 -100 -10
1 33 0.4318988122782662 1 0 0 -20 -100 -10
1 34 0.25775104118463676 1 0 0 -20 -100 -10
1 35 0.323307110905445 1 0 0 -20 -100 -10
1 36 0.38145920098719727 1 0 0 -20 -100 -10
1 37 0.34428505321610364 1 0 0 -20 -100 -10
1 38 0.09825697979330557 1 0 0 -20 -100 -10
1 39 0.07619929045195126 1 0 0 -20 -100 -10
1 40 0.18957272867499614 1 0 0 -20 -100 -10
1 41 0.0626253277803486 1 0 0 -20 -100 -10
1 42 0.010026222427888323 1 0 0 -20 -100 -10
1 43 0.04241863334875829 1 0 0 -20 -100 -10
1 44 0.021594940613913313 1 0 0 -20 -100 -10
1 45 0.04504087613759062 1 0 0 -20 -100 -10
1 46 0.012494215640906988 1 0 0 -20 -100 -10
1 47 0.02745642449483264 1 0 0 -20 -100 -10
1 48 0.04874286595711862 1 0 0 -20 -100 -10
1 49 0.005398735153478328 1 0 0 -20 -100 -10
1 50 0.0 1 0 0 -20 -100 -10
1 51 0.027302174919018974 1 0 0 -20 -100 -10
1 52 0.04519512571340429 1 0 0 -20 -100 -10
1 53 0.08730525991053524 1 0 0 -20 -100 -10
1 54 0.08422026839426192 1 0 0 -20 -100 -10
2 1 0.346100278551532 1 0 0 -20 -100 -10
2 3 0.4388927576601671 1 0 0 -20 -100 -10
2 4 0.5988857938718662 1 0 0 -20 -100 -10
2 6 0.40668523676880225 1 0 0 -20 -100 -10
2 7 0.5238509749303621 1 0 0 -20 -100 -10
2 8 0.2576601671309192 1 0 0 -20 -100 -10
2 9 0.20630222841225626 1 0 0 -20 -100 -10
2 10 0.1613857938718663 1 0 0 -20 -100 -10
2 11 0.11246518105849582 1 0 0 -20 -100 -10
2 12 0.0927924791086351 1 0 0 -20 -100 -10
2 13 0.07155292479108635 1 0 0 -20 -100 -10
2 14 0.08356545961002786 1 0 0 -20 -100 -10
2 15 0.0 1 0 0 -20 -100 -10
2 16 0.002437325905292479 1 0 0 -20 -100 -10
2 17 0.00644150417827298 1 0 0 -20 -100 -10
2 18 0.039171309192200555 1 0 0 -20 -100 -10
2 19 0.00504874651810585 1 0 0 -20 -100 -10
2 20 0.008008356545961003 1 0 0 -20 -100 -10
2 21 0.013753481894150418 1 0 0 -20 -100 -10
2 22 0.013057103064066851 1 0 0 -20 -100 -10
2 23 0.044220055710306405 1 0 0 -20 -100 -10
2 24 0.020717270194986072 1 0 0 -20 -100 -10
2 25 0.008704735376044569 1 0 0 -20 -100 -10
2 26 0.08582869080779944 1 0 0 -20 -100 -10
2 27 0.10219359331476323 1 0 0 -20 -100 -10
2 29 0.09940807799442897 1 0 0 -20 -100 -10
2 30 0.13579387186629527 1 0 0 -20 -100 -10
2 32 0.11995125348189414 1 0 0 -20 -100 -10
2 33 0.4399373259052925 1 0 0 -20 -100 -10
2 34 0.5571030640668524 1 0 0 -20 -100 -10
2 35 0.4717966573816156 1 0 0 -20 -100 -10
2 36 0.35132311977715874 1 0 0 -20 -100 -10
